Ref.No.,fc (MPa),type (规格备注),试件标号,fy (MPa),fcy150,R再生骨料取代率(%),b (mm),h (mm),t (mm),r0 (mm),L (mm),e1 (mm),e2 (mm),Nexp (kN)
"矩形钢管混凝土短柱强度研究, 姚民乐; 高金良, Unknown, 2006",23.6,Cube 150x150x150mm,cfrt3-2,254.2,18.317,0,200,200,3.96,0,690,0,0,1724
"矩形钢管混凝土短柱强度研究, 姚民乐; 高金良, Unknown, 2006",23.6,Cube 150x150x150mm,cfrt4-1,245.8,18.317,0,300,200,4.94,0,690,0,0,2579
"矩形钢管混凝土短柱强度研究, 姚民乐; 高金良, Unknown, 2006",23.6,Cube 150x150x150mm,cfrt4-2,245.8,18.317,0,300,200,4.94,0,690,0,0,2579
"Analysis and design of concrete-filled stiffened thin-walled steel tubular columns under axial compression, Zhong Tao; Brian Uy; Lin-Hai Han; Zhi-Bin Wang, Thin-Walled Structures, 2009",25.5,Cube 150,UNC-L,338,19.963,0,250,250,2.5,0,750,0,0,1993
"Analysis and design of concrete-filled stiffened thin-walled steel tubular columns under axial compression, Zhong Tao; Brian Uy; Lin-Hai Han; Zhi-Bin Wang, Thin-Walled Structures, 2009",25.5,Cube 150,UFRC-L,338,19.963,0,250,250,2.5,0,750,0,0,2020
"Analysis and design of concrete-filled stiffened thin-walled steel tubular columns under axial compression, Zhong Tao; Brian Uy; Lin-Hai Han; Zhi-Bin Wang, Thin-Walled Structures, 2009",25.5,Cube 150,SSNC-L,338,19.963,0,250,250,2.5,0,750,0,0,2282
"Analysis and design of concrete-filled stiffened thin-walled steel tubular columns under axial compression, Zhong Tao; Brian Uy; Lin-Hai Han; Zhi-Bin Wang, Thin-Walled Structures, 2009",25.5,Cube 150,SSFRC-L,338,19.963,0,250,250,2.5,0,750,0,0,2270
"Analysis and design of concrete-filled stiffened thin-walled steel tubular columns under axial compression, Zhong Tao; Brian Uy; Lin-Hai Han; Zhi-Bin Wang, Thin-Walled Structures, 2009",25.5,Cube 150,DSNC-L,338,19.963,0,250,250,2.5,0,750,0,0,2395
"Analysis and design of concrete-filled stiffened thin-walled steel tubular columns under axial compression, Zhong Tao; Brian Uy; Lin-Hai Han; Zhi-Bin Wang, Thin-Walled Structures, 2009",25.5,Cube 150,DSFRC-L,338,19.963,0,250,250,2.5,0,750,0,0,2500
"Analysis and design of concrete-filled stiffened thin-walled steel tubular columns under axial compression, Zhong Tao; Brian Uy; Lin-Hai Han; Zhi-Bin Wang, Thin-Walled Structures, 2009",50.8,Cube 150,UNC-H,338,42.81,0,250,250,2.5,0,750,0,0,3190
"Analysis and design of concrete-filled stiffened thin-walled steel tubular columns under axial compression, Zhong Tao; Brian Uy; Lin-Hai Han; Zhi-Bin Wang, Thin-Walled Structures, 2009",51.2,Cube 150,UFRC-H,338,43.182,0,250,250,2.5,0,750,0,0,3150
"Analysis and design of concrete-filled stiffened thin-walled steel tubular columns under axial compression, Zhong Tao; Brian Uy; Lin-Hai Han; Zhi-Bin Wang, Thin-Walled Structures, 2009",50.8,Cube 150,SSNC-H,338,42.81,0,250,250,2.5,0,750,0,0,3520
"Analysis and design of concrete-filled stiffened thin-walled steel tubular columns under axial compression, Zhong Tao; Brian Uy; Lin-Hai Han; Zhi-Bin Wang, Thin-Walled Structures, 2009",51.2,Cube 150,SSFRC-H,338,43.182,0,250,250,2.5,0,750,0,0,3610
"Analysis and design of concrete-filled stiffened thin-walled steel tubular columns under axial compression, Zhong Tao; Brian Uy; Lin-Hai Han; Zhi-Bin Wang, Thin-Walled Structures, 2009",50.8,Cube 150,DSNC-H,338,42.81,0,250,250,2.5,0,750,0,0,3865
"Analysis and design of concrete-filled stiffened thin-walled steel tubular columns under axial compression, Zhong Tao; Brian Uy; Lin-Hai Han; Zhi-Bin Wang, Thin-Walled Structures, 2009",51.2,Cube 150,DSFRC-H,338,43.182,0,250,250,2.5,0,750,0,0,3870
"EXPERIMENTAL STUDY ON THE EFFECT OF CROSS SECTIONAL SIZE AND SHAPE ON COMPRESSIVE CHARACTERISTICS OF CONCRETE FILLED SQUARE STEEL TUBE SHORT COLUMNS, Takamasa Yamamoto; Jun Kawaguchi; Shosuke Morino; Sachio Koike, J. Struct. Constr. Eng., AIJ, 2013",58.9,Cylinder 100x200,FA-58.9,412,56.285,0,400,400,22.4,0,1200,0,0,20619
"EXPERIMENTAL STUDY ON THE EFFECT OF CROSS SECTIONAL SIZE AND SHAPE ON COMPRESSIVE CHARACTERISTICS OF CONCRETE FILLED SQUARE STEEL TUBE SHORT COLUMNS, Takamasa Yamamoto; Jun Kawaguchi; Shosuke Morino; Sachio Koike, J. Struct. Constr. Eng., AIJ, 2013",33.9,Cylinder 100x200,FA-33.9,412,32.395,0,400,400,22.4,0,1200,0,0,19268
"EXPERIMENTAL STUDY ON THE EFFECT OF CROSS SECTIONAL SIZE AND SHAPE ON COMPRESSIVE CHARACTERISTICS OF CONCRETE FILLED SQUARE STEEL TUBE SHORT COLUMNS, Takamasa Yamamoto; Jun Kawaguchi; Shosuke Morino; Sachio Koike, J. Struct. Constr. Eng., AIJ, 2013",58.9,Cylinder 100x200,FB-58.9,368,56.285,0,400,400,12.1,0,1200,0,0,14788
"EXPERIMENTAL STUDY ON THE EFFECT OF CROSS SECTIONAL SIZE AND SHAPE ON COMPRESSIVE CHARACTERISTICS OF CONCRETE FILLED SQUARE STEEL TUBE SHORT COLUMNS, Takamasa Yamamoto; Jun Kawaguchi; Shosuke Morino; Sachio Koike, J. Struct. Constr. Eng., AIJ, 2013",33.9,Cylinder 100x200,FB-33.9,368,32.395,0,400,400,12.1,0,1200,0,0,11583
"EXPERIMENTAL STUDY ON THE EFFECT OF CROSS SECTIONAL SIZE AND SHAPE ON COMPRESSIVE CHARACTERISTICS OF CONCRETE FILLED SQUARE STEEL TUBE SHORT COLUMNS, Takamasa Yamamoto; Jun Kawaguchi; Shosuke Morino; Sachio Koike, J. Struct. Constr. Eng., AIJ, 2013",58.9,Cylinder 100x200,FD-58.9,346,56.285,0,400,400,9.1,0,1200,0,0,12316
"EXPERIMENTAL STUDY ON THE EFFECT OF CROSS SECTIONAL SIZE AND SHAPE ON COMPRESSIVE CHARACTERISTICS OF CONCRETE FILLED SQUARE STEEL TUBE SHORT COLUMNS, Takamasa Yamamoto; Jun Kawaguchi; Shosuke Morino; Sachio Koike, J. Struct. Constr. Eng., AIJ, 2013",33.9,Cylinder 100x200,FD-33.9,346,32.395,0,400,400,9.1,0,1200,0,0,9984
"An Experimental Study on the Behavior of Square Concrete-Filled High Strength Steel Tube Columns, Hyung-suk Jung; Chang-sik Choi, Journal of Iron and Steel Research, International, 2011",32.3,Cylinder 100x200,S-SCFT-800-3-0,906,30.866,0,130,130,15,0,390,0,0,8442.35
"An Experimental Study on the Behavior of Square Concrete-Filled High Strength Steel Tube Columns, Hyung-suk Jung; Chang-sik Choi, Journal of Iron and Steel Research, International, 2011",32.3,Cylinder 100x200,L-SCFT-800-3-0,906,30.866,0,200,200,15,0,5000,0,0,9466.67
"A COMPARATIVE STUDY ON SQUARE AND CIRCULAR HIGH STRENGTH CONCRETE-FILLED STEEL TUBE COLUMNS, S. Guler; A. Copur; M. Aydogan, Unknown, 2013",115,Cylinder 150x300,S3G-1,300,115,0,100.08,99.86,3.01,0,400,0,0,856
"A COMPARATIVE STUDY ON SQUARE AND CIRCULAR HIGH STRENGTH CONCRETE-FILLED STEEL TUBE COLUMNS, S. Guler; A. Copur; M. Aydogan, Unknown, 2013",115,Cylinder 150x300,S3G-2,300,115,0,100.06,99.91,3.02,0,400,0,0,920
"A COMPARATIVE STUDY ON SQUARE AND CIRCULAR HIGH STRENGTH CONCRETE-FILLED STEEL TUBE COLUMNS, S. Guler; A. Copur; M. Aydogan, Unknown, 2013",115,Cylinder 150x300,S3G-3,300,115,0,100.06,99.93,3.01,0,400,0,0,902
"A COMPARATIVE STUDY ON SQUARE AND CIRCULAR HIGH STRENGTH CONCRETE-FILLED STEEL TUBE COLUMNS, S. Guler; A. Copur; M. Aydogan, Unknown, 2013",115,Cylinder 150x300,S3NG-1,300,115,0,100.08,100.05,3.03,0,400,0,0,1049
"A COMPARATIVE STUDY ON SQUARE AND CIRCULAR HIGH STRENGTH CONCRETE-FILLED STEEL TUBE COLUMNS, S. Guler; A. Copur; M. Aydogan, Unknown, 2013",115,Cylinder 150x300,S3NG-2,300,115,0,100.07,100.06,3.02,0,400,0,0,1017
"A COMPARATIVE STUDY ON SQUARE AND CIRCULAR HIGH STRENGTH CONCRETE-FILLED STEEL TUBE COLUMNS, S. Guler; A. Copur; M. Aydogan, Unknown, 2013",115,Cylinder 150x300,S4G-1,304,115,0,100.21,100.12,3.97,0,400,0,0,990
"A COMPARATIVE STUDY ON SQUARE AND CIRCULAR HIGH STRENGTH CONCRETE-FILLED STEEL TUBE COLUMNS, S. Guler; A. Copur; M. Aydogan, Unknown, 2013",115,Cylinder 150x300,S4G-2,304,115,0,100.08,100.06,3.99,0,400,0,0,980
"A COMPARATIVE STUDY ON SQUARE AND CIRCULAR HIGH STRENGTH CONCRETE-FILLED STEEL TUBE COLUMNS, S. Guler; A. Copur; M. Aydogan, Unknown, 2013",115,Cylinder 150x300,S4NG-1,304,115,0,101.23,101.05,3.98,0,400,0,0,1160
"A COMPARATIVE STUDY ON SQUARE AND CIRCULAR HIGH STRENGTH CONCRETE-FILLED STEEL TUBE COLUMNS, S. Guler; A. Copur; M. Aydogan, Unknown, 2013",115,Cylinder 150x300,S4NG-2,304,115,0,101.08,101.03,4.01,0,400,0,0,1100
"A COMPARATIVE STUDY ON SQUARE AND CIRCULAR HIGH STRENGTH CONCRETE-FILLED STEEL TUBE COLUMNS, S. Guler; A. Copur; M. Aydogan, Unknown, 2013",115,Cylinder 150x300,S5G-1,310,115,0,101.04,100.02,4.98,0,400,0,0,1481
"A COMPARATIVE STUDY ON SQUARE AND CIRCULAR HIGH STRENGTH CONCRETE-FILLED STEEL TUBE COLUMNS, S. Guler; A. Copur; M. Aydogan, Unknown, 2013",115,Cylinder 150x300,S5G-2,310,115,0,101.23,100.05,4.97,0,400,0,0,1474
"A COMPARATIVE STUDY ON SQUARE AND CIRCULAR HIGH STRENGTH CONCRETE-FILLED STEEL TUBE COLUMNS, S. Guler; A. Copur; M. Aydogan, Unknown, 2013",115,Cylinder 150x300,S5NG-1,310,115,0,100.16,100.11,5.02,0,400,0,0,1642
"A COMPARATIVE STUDY ON SQUARE AND CIRCULAR HIGH STRENGTH CONCRETE-FILLED STEEL TUBE COLUMNS, S. Guler; A. Copur; M. Aydogan, Unknown, 2013",115,Cylinder 150x300,S5NG-2,310,115,0,100.21,100.17,4.97,0,400,0,0,1636
"STABILIZED COMPRESSIVE STRENGTH UNDER PLASTIC DEFORMATION OF CONCRETE FILLED SQUARE STEEL TUBE SHORT COLUMN, Takamasa YAMAMOTO; Jun KAWAGUCHI; Kazuo YAMADA, Journal of Structural and Construction Engineering (AIJ), 2015",95.1,Cylinder 100x200,fiber reinforced square CFT,353,90.878,0,100,100,2.11,0,300,0,0,1232
"STABILIZED COMPRESSIVE STRENGTH UNDER PLASTIC DEFORMATION OF CONCRETE FILLED SQUARE STEEL TUBE SHORT COLUMN, Takamasa YAMAMOTO; Jun KAWAGUCHI; Kazuo YAMADA, Journal of Structural and Construction Engineering (AIJ), 2015",80.9,Cylinder 100x200,un-reinforced square CFT,353,77.308,0,100,100,2.11,0,300,0,0,1050
"Mechanical behavior of circular and square concrete filled steel tube stub columns under local compression, Fa-xing Ding; Jing Liu; Xue-mei Liu; Zhi-wu Yu; Da-wen Li, Unknown, 2015",35.5,Cube 150,CLST1-A,311,28.812,0,300,300,3.72,0,900,0,0,1880
"Mechanical behavior of circular and square concrete filled steel tube stub columns under local compression, Fa-xing Ding; Jing Liu; Xue-mei Liu; Zhi-wu Yu; Da-wen Li, Unknown, 2015",35.5,Cube 150,CLST1-B,311,28.812,0,300,300,3.76,0,900,0,0,1900
"Mechanical behavior of circular and square concrete filled steel tube stub columns under local compression, Fa-xing Ding; Jing Liu; Xue-mei Liu; Zhi-wu Yu; Da-wen Li, Unknown, 2015",35.5,Cube 150,CLST2-A,311,28.812,0,300,300,3.7,0,900,0,0,3310
"Mechanical behavior of circular and square concrete filled steel tube stub columns under local compression, Fa-xing Ding; Jing Liu; Xue-mei Liu; Zhi-wu Yu; Da-wen Li, Unknown, 2015",35.5,Cube 150,CLST2-B,311,28.812,0,300,300,3.68,0,900,0,0,3200
"Mechanical behavior of circular and square concrete filled steel tube stub columns under local compression, Fa-xing Ding; Jing Liu; Xue-mei Liu; Zhi-wu Yu; Da-wen Li, Unknown, 2015",35.5,Cube 150,C1-A,311,28.812,0,300,300,3.7,0,900,0,0,3780
"Mechanical behavior of circular and square concrete filled steel tube stub columns under local compression, Fa-xing Ding; Jing Liu; Xue-mei Liu; Zhi-wu Yu; Da-wen Li, Unknown, 2015",35.5,Cube 150,C1-B,311,28.812,0,300,300,3.71,0,900,0,0,3540
"Mechanical behavior of circular and square concrete filled steel tube stub columns under local compression, Fa-xing Ding; Jing Liu; Xue-mei Liu; Zhi-wu Yu; Da-wen Li, Unknown, 2015",54.4,Cube 150,CLST3-A,311,46.168,0,300,300,3.69,0,900,0,0,2090
"Mechanical behavior of circular and square concrete filled steel tube stub columns under local compression, Fa-xing Ding; Jing Liu; Xue-mei Liu; Zhi-wu Yu; Da-wen Li, Unknown, 2015",54.4,Cube 150,CLST3-B,311,46.168,0,300,300,3.76,0,900,0,0,2090
"Mechanical behavior of circular and square concrete filled steel tube stub columns under local compression, Fa-xing Ding; Jing Liu; Xue-mei Liu; Zhi-wu Yu; Da-wen Li, Unknown, 2015",54.4,Cube 150,CLST4-A,311,46.168,0,300,300,3.7,0,900,0,0,3810
"Mechanical behavior of circular and square concrete filled steel tube stub columns under local compression, Fa-xing Ding; Jing Liu; Xue-mei Liu; Zhi-wu Yu; Da-wen Li, Unknown, 2015",54.4,Cube 150,CLST4-B,311,46.168,0,300,300,3.77,0,900,0,0,3950
"Mechanical behavior of circular and square concrete filled steel tube stub columns under local compression, Fa-xing Ding; Jing Liu; Xue-mei Liu; Zhi-wu Yu; Da-wen Li, Unknown, 2015",54.4,Cube 150,C2-A,311,46.168,0,300,300,3.74,0,900,0,0,4896
"Mechanical behavior of circular and square concrete filled steel tube stub columns under local compression, Fa-xing Ding; Jing Liu; Xue-mei Liu; Zhi-wu Yu; Da-wen Li, Unknown, 2015",54.4,Cube 150,C2-B,311,46.168,0,300,300,3.87,0,900,0,0,4976
"Tests and design of short steel tubes filled with rubberised concrete, A.P.C. Duarte; B.A. Silva; N. Silvestre; J. de Brito; E. Júlio; J.M. Castro, Engineering Structures, 2016",49.5,Cube 150,S100x3_235_0,284,41.603,0,100,100,3,0,500,0,0,724.1
"Tests and design of short steel tubes filled with rubberised concrete, A.P.C. Duarte; B.A. Silva; N. Silvestre; J. de Brito; E. Júlio; J.M. Castro, Engineering Structures, 2016",39.3,Cube 150,S100x3_235_5,284,32.243,5,100,100,3,0,500,0,0,692.1
"Tests and design of short steel tubes filled with rubberised concrete, A.P.C. Duarte; B.A. Silva; N. Silvestre; J. de Brito; E. Júlio; J.M. Castro, Engineering Structures, 2016",25.2,Cube 150,S100x3_235_15,284,19.702,15,100,100,3,0,500,0,0,523
"Tests and design of short steel tubes filled with rubberised concrete, A.P.C. Duarte; B.A. Silva; N. Silvestre; J. de Brito; E. Júlio; J.M. Castro, Engineering Structures, 2016",49.5,Cube 150,S100x3_355_0,455.5,41.603,0,100,100,3.05,0,500,0,0,851.8
"Tests and design of short steel tubes filled with rubberised concrete, A.P.C. Duarte; B.A. Silva; N. Silvestre; J. de Brito; E. Júlio; J.M. Castro, Engineering Structures, 2016",39.3,Cube 150,S100x3_355_5,455.5,32.243,5,100,100,3.05,0,500,0,0,805.7
"Tests and design of short steel tubes filled with rubberised concrete, A.P.C. Duarte; B.A. Silva; N. Silvestre; J. de Brito; E. Júlio; J.M. Castro, Engineering Structures, 2016",25.2,Cube 150,S100x3_355_15,455.5,19.702,15,100,100,3.05,0,500,0,0,691
"Tests and design of short steel tubes filled with rubberised concrete, A.P.C. Duarte; B.A. Silva; N. Silvestre; J. de Brito; E. Júlio; J.M. Castro, Engineering Structures, 2016",49.5,Cube 150,S150x3_235_0,284,41.603,0,150,150,3.05,0,500,0,0,1367.5
"Tests and design of short steel tubes filled with rubberised concrete, A.P.C. Duarte; B.A. Silva; N. Silvestre; J. de Brito; E. Júlio; J.M. Castro, Engineering Structures, 2016",39.3,Cube 150,S150x3_235_5,284,32.243,5,150,150,3.05,0,500,0,0,1156.6
"Tests and design of short steel tubes filled with rubberised concrete, A.P.C. Duarte; B.A. Silva; N. Silvestre; J. de Brito; E. Júlio; J.M. Castro, Engineering Structures, 2016",25.2,Cube 150,S150x3_235_15,284,19.702,15,150,150,3.05,0,500,0,0,824.4
"Tests and design of short steel tubes filled with rubberised concrete, A.P.C. Duarte; B.A. Silva; N. Silvestre; J. de Brito; E. Júlio; J.M. Castro, Engineering Structures, 2016",49.5,Cube 150,S220x4_235_0,284,41.603,0,220,220,3.7,0,500,0,0,2520.5
"Tests and design of short steel tubes filled with rubberised concrete, A.P.C. Duarte; B.A. Silva; N. Silvestre; J. de Brito; E. Júlio; J.M. Castro, Engineering Structures, 2016",39.3,Cube 150,S220x4_235_5,284,32.243,5,220,220,3.7,0,500,0,0,2261.6
"Tests and design of short steel tubes filled with rubberised concrete, A.P.C. Duarte; B.A. Silva; N. Silvestre; J. de Brito; E. Júlio; J.M. Castro, Engineering Structures, 2016",25.2,Cube 150,S220x4_235_15,284,19.702,15,220,220,3.7,0,500,0,0,1690.8
"Tests and design of short steel tubes filled with rubberised concrete, A.P.C. Duarte; B.A. Silva; N. Silvestre; J. de Brito; E. Júlio; J.M. Castro, Engineering Structures, 2016",39.3,Cube 150,S220x4_5_355_5,455.5,32.243,5,220,220,4.7,0,500,0,0,2969.4
"Tests and design of short steel tubes filled with rubberised concrete, A.P.C. Duarte; B.A. Silva; N. Silvestre; J. de Brito; E. Júlio; J.M. Castro, Engineering Structures, 2016",25.2,Cube 150,S220x4_5_355_15,455.5,19.702,15,220,220,4.7,0,500,0,0,2393.3
"Tests and design of short steel tubes filled with rubberised concrete, A.P.C. Duarte; B.A. Silva; N. Silvestre; J. de Brito; E. Júlio; J.M. Castro, Engineering Structures, 2016",49.5,Cube 150,R120x2_235_0,284,41.603,0,120,60,1.65,0,500,0,0,349.7
"Tests and design of short steel tubes filled with rubberised concrete, A.P.C. Duarte; B.A. Silva; N. Silvestre; J. de Brito; E. Júlio; J.M. Castro, Engineering Structures, 2016",39.3,Cube 150,R120x2_235_5,284,32.243,5,120,60,1.65,0,500,0,0,349.1
"Tests and design of short steel tubes filled with rubberised concrete, A.P.C. Duarte; B.A. Silva; N. Silvestre; J. de Brito; E. Júlio; J.M. Castro, Engineering Structures, 2016",25.2,Cube 150,R120x2_235_15,284,19.702,15,120,60,1.65,0,500,0,0,262.3
"Tests and design of short steel tubes filled with rubberised concrete, A.P.C. Duarte; B.A. Silva; N. Silvestre; J. de Brito; E. Júlio; J.M. Castro, Engineering Structures, 2016",49.5,Cube 150,R120x3_275_0,367.7,41.603,0,120,60,2.75,0,500,0,0,553.6
"Tests and design of short steel tubes filled with rubberised concrete, A.P.C. Duarte; B.A. Silva; N. Silvestre; J. de Brito; E. Júlio; J.M. Castro, Engineering Structures, 2016",39.3,Cube 150,R120x3_275_5,367.7,32.243,5,120,60,2.75,0,500,0,0,500.6
"Tests and design of short steel tubes filled with rubberised concrete, A.P.C. Duarte; B.A. Silva; N. Silvestre; J. de Brito; E. Júlio; J.M. Castro, Engineering Structures, 2016",25.2,Cube 150,R120x3_275_15,367.7,19.702,15,120,60,2.75,0,500,0,0,484.5
"Tests and design of short steel tubes filled with rubberised concrete, A.P.C. Duarte; B.A. Silva; N. Silvestre; J. de Brito; E. Júlio; J.M. Castro, Engineering Structures, 2016",49.5,Cube 150,R160x5_275_0,367.7,41.603,0,160,80,4.5,0,500,0,0,1221.5
"Tests and design of short steel tubes filled with rubberised concrete, A.P.C. Duarte; B.A. Silva; N. Silvestre; J. de Brito; E. Júlio; J.M. Castro, Engineering Structures, 2016",39.3,Cube 150,R160x5_275_5,367.7,32.243,5,160,80,4.5,0,500,0,0,1133.8
"Tests and design of short steel tubes filled with rubberised concrete, A.P.C. Duarte; B.A. Silva; N. Silvestre; J. de Brito; E. Júlio; J.M. Castro, Engineering Structures, 2016",25.2,Cube 150,R160x5_275_15,367.7,19.702,15,160,80,4.5,0,500,0,0,1054.1
"Tests and design of short steel tubes filled with rubberised concrete, A.P.C. Duarte; B.A. Silva; N. Silvestre; J. de Brito; E. Júlio; J.M. Castro, Engineering Structures, 2016",49.5,Cube 150,R200x4_235_0,284,41.603,0,200,100,3.9,0,400,0,0,1425.1
"Tests and design of short steel tubes filled with rubberised concrete, A.P.C. Duarte; B.A. Silva; N. Silvestre; J. de Brito; E. Júlio; J.M. Castro, Engineering Structures, 2016",39.3,Cube 150,R200x4_235_5,284,32.243,5,200,100,3.9,0,400,0,0,1263.6
"Tests and design of short steel tubes filled with rubberised concrete, A.P.C. Duarte; B.A. Silva; N. Silvestre; J. de Brito; E. Júlio; J.M. Castro, Engineering Structures, 2016",25.2,Cube 150,R200x4_235_15,284,19.702,15,200,100,3.9,0,400,0,0,1157.2
"设肋方形薄壁钢管混凝土短柱试验研究, 董志君; 张耀春; 陈勇, 低温建筑技术, 2005",29.15,prism,SC200-1-1,373,29.15,0,200,200,1.25,0,593,0,0,1590
"设肋方形薄壁钢管混凝土短柱试验研究, 董志君; 张耀春; 陈勇, 低温建筑技术, 2005",29.99,prism,SC200-1-2,373,29.99,0,200,200,1.25,0,596,0,0,1590
"设肋方形薄壁钢管混凝土短柱试验研究, 董志君; 张耀春; 陈勇, 低温建筑技术, 2005",30.39,prism,SC200-1-3,373,30.39,0,200,200,1.25,0,591,0,0,1590
"设肋方形薄壁钢管混凝土短柱试验研究, 董志君; 张耀春; 陈勇, 低温建筑技术, 2005",29.15,prism,SC200-2-1,373,29.15,0,200,200,1.25,0,596,0,0,1826.7
"设肋方形薄壁钢管混凝土短柱试验研究, 董志君; 张耀春; 陈勇, 低温建筑技术, 2005",29.99,prism,SC200-2-2,373,29.99,0,200,200,1.25,0,590,0,0,1826.7
"设肋方形薄壁钢管混凝土短柱试验研究, 董志君; 张耀春; 陈勇, 低温建筑技术, 2005",29.15,prism,SC200-3-1,373,29.15,0,200,200,1.25,0,594,0,0,2003.3
"设肋方形薄壁钢管混凝土短柱试验研究, 董志君; 张耀春; 陈勇, 低温建筑技术, 2005",29.99,prism,SC200-3-2,373,29.99,0,200,200,1.25,0,592,0,0,2003.3
"设肋方形薄壁钢管混凝土短柱试验研究, 董志君; 张耀春; 陈勇, 低温建筑技术, 2005",30.39,prism,SC200-3-3,373,30.39,0,200,200,1.25,0,598,0,0,2003.3
