Ref.No.,fc (MPa),type (规格备注),试件标号,fy (MPa),fcy150,R再生骨料取代率(%),b (mm),h (mm),t (mm),r0 (mm),L (mm),e1 (mm),e2 (mm),Nexp (kN)
"Xu Zh. Corrosion Damage Assessment And Residual Capacity Prediction For Concrete-Filled Steel Tubular Members Through Machine Learning [D]. Hunan University, 2016.",91.3,fcu100,CEN-4a,320,77.62317694,0,114,114,10,57,342,0,0,2044
"Xu Zh. Corrosion Damage Assessment And Residual Capacity Prediction For Concrete-Filled Steel Tubular Members Through Machine Learning [D]. Hunan University, 2016.",91.3,fcu100,CEN-4b,320,77.62317694,0,114,114,10,57,342,0,0,2039
"Xu Zh. Corrosion Damage Assessment And Residual Capacity Prediction For Concrete-Filled Steel Tubular Members Through Machine Learning [D]. Hunan University, 2016.",91.3,fcu100,CEN-5a,320,77.62317694,0,114,114,16,57,342,0,0,2966
"Xu Zh. Corrosion Damage Assessment And Residual Capacity Prediction For Concrete-Filled Steel Tubular Members Through Machine Learning [D]. Hunan University, 2016.",91.3,fcu100,CEN-5b,320,77.62317694,0,114,114,16,57,342,0,0,3013
"Xu Zh. Corrosion Damage Assessment And Residual Capacity Prediction For Concrete-Filled Steel Tubular Members Through Machine Learning [D]. Hunan University, 2016.",91.3,fcu100,CEN-6a,285,77.62317694,0,140,140,4.5,70,420,0,0,2327
"Xu Zh. Corrosion Damage Assessment And Residual Capacity Prediction For Concrete-Filled Steel Tubular Members Through Machine Learning [D]. Hunan University, 2016.",91.3,fcu100,CEN-6b,285,77.62317694,0,140,140,4.5,70,420,0,0,2156.5
"Xu Zh. Corrosion Damage Assessment And Residual Capacity Prediction For Concrete-Filled Steel Tubular Members Through Machine Learning [D]. Hunan University, 2016.",91.3,fcu100,CEN-7a,285,77.62317694,0,140,140,6,70,420,0,0,2323
"Xu Zh. Corrosion Damage Assessment And Residual Capacity Prediction For Concrete-Filled Steel Tubular Members Through Machine Learning [D]. Hunan University, 2016.",91.3,fcu100,CCN-7b,285,77.62317694,0,140,140,6,70,420,0,0,2620
"Xu Zh. Corrosion Damage Assessment And Residual Capacity Prediction For Concrete-Filled Steel Tubular Members Through Machine Learning [D]. Hunan University, 2016.",91.3,fcu100,CCL-7a,285,77.62317694,0,140,140,6,70,420,0,0,2449.5
"Xu Zh. Corrosion Damage Assessment And Residual Capacity Prediction For Concrete-Filled Steel Tubular Members Through Machine Learning [D]. Hunan University, 2016.",91.3,fcu100,CCL-7b,285,77.62317694,0,140,140,6,70,420,0,0,2530
"Xu Zh. Corrosion Damage Assessment And Residual Capacity Prediction For Concrete-Filled Steel Tubular Members Through Machine Learning [D]. Hunan University, 2016.",91.3,fcu100,CCP-7a,285,77.62317694,0,140,140,6,70,420,0,0,2630.5
"Xu Zh. Corrosion Damage Assessment And Residual Capacity Prediction For Concrete-Filled Steel Tubular Members Through Machine Learning [D]. Hunan University, 2016.",91.3,fcu100,CCP-7b,285,77.62317694,0,140,140,6,70,420,0,0,2596
"Xu Zh. Corrosion Damage Assessment And Residual Capacity Prediction For Concrete-Filled Steel Tubular Members Through Machine Learning [D]. Hunan University, 2016.",91.3,fcu100,CCB-7a,285,77.62317694,0,140,140,6,70,420,0,0,2402
"Xu Zh. Corrosion Damage Assessment And Residual Capacity Prediction For Concrete-Filled Steel Tubular Members Through Machine Learning [D]. Hunan University, 2016.",91.3,fcu100,CCB-7b,285,77.62317694,0,140,140,6,70,420,0,0,2506
"Xu Zh. Corrosion Damage Assessment And Residual Capacity Prediction For Concrete-Filled Steel Tubular Members Through Machine Learning [D]. Hunan University, 2016.",91.3,fcu100,CCB-7c,285,77.62317694,0,140,140,6,70,420,0,0,2441.5
"Xu Zh. Corrosion Damage Assessment And Residual Capacity Prediction For Concrete-Filled Steel Tubular Members Through Machine Learning [D]. Hunan University, 2016.",91.3,fcu100,CEN-8a,285,77.62317694,0,140,140,8,70,420,0,0,2500.5
"Xu Zh. Corrosion Damage Assessment And Residual Capacity Prediction For Concrete-Filled Steel Tubular Members Through Machine Learning [D]. Hunan University, 2016.",91.3,fcu100,CCN-8b,285,77.62317694,0,140,140,8,70,420,0,0,2999
"Xu Zh. Corrosion Damage Assessment And Residual Capacity Prediction For Concrete-Filled Steel Tubular Members Through Machine Learning [D]. Hunan University, 2016.",91.3,fcu100,CEN-9a,315,77.62317694,0,168,168,8,84,504,0,0,3216.5
"Xu Zh. Corrosion Damage Assessment And Residual Capacity Prediction For Concrete-Filled Steel Tubular Members Through Machine Learning [D]. Hunan University, 2016.",91.3,fcu100,CCN-9b,315,77.62317694,0,168,168,8,84,504,0,0,3783.5
"Xu Zh. Corrosion Damage Assessment And Residual Capacity Prediction For Concrete-Filled Steel Tubular Members Through Machine Learning [D]. Hunan University, 2016.",91.3,fcu100,CCL-9a,315,77.62317694,0,168,168,8,84,504,0,0,3941
"Xu Zh. Corrosion Damage Assessment And Residual Capacity Prediction For Concrete-Filled Steel Tubular Members Through Machine Learning [D]. Hunan University, 2016.",91.3,fcu100,CCL-9b,315,77.62317694,0,168,168,8,84,504,0,0,3699
"Xu Zh. Corrosion Damage Assessment And Residual Capacity Prediction For Concrete-Filled Steel Tubular Members Through Machine Learning [D]. Hunan University, 2016.",91.3,fcu100,CCP-9a,315,77.62317694,0,168,168,8,84,504,0,0,3817
"Xu Zh. Corrosion Damage Assessment And Residual Capacity Prediction For Concrete-Filled Steel Tubular Members Through Machine Learning [D]. Hunan University, 2016.",91.3,fcu100,CCP-9b,315,77.62317694,0,168,168,8,84,504,0,0,3446.5
"Xu Zh. Corrosion Damage Assessment And Residual Capacity Prediction For Concrete-Filled Steel Tubular Members Through Machine Learning [D]. Hunan University, 2016.",91.3,fcu100,CCB-9a,315,77.62317694,0,168,168,8,84,504,0,0,3692
"Xu Zh. Corrosion Damage Assessment And Residual Capacity Prediction For Concrete-Filled Steel Tubular Members Through Machine Learning [D]. Hunan University, 2016.",91.3,fcu100,CCB-9b,315,77.62317694,0,168,168,8,84,504,0,0,3525.5
"Long XB. Experimental and numerical investigations on concrete_x0002_filled steel tubular stub columns under axial compression[D]. Hunan University, 2014.",46.1,fcy100,C1-50,593.2,46.1,0,146,146,3,73,350,0,0,2006
"Long XB. Experimental and numerical investigations on concrete_x0002_filled steel tubular stub columns under axial compression[D]. Hunan University, 2014.",23.2,fcy100,C1-30,593.2,23.2,0,146,146,3,73,350,0,0,1735
"Long XB. Experimental and numerical investigations on concrete_x0002_filled steel tubular stub columns under axial compression[D]. Hunan University, 2014.",46.1,fcy100,C2-50,594.5,46.1,0,150,150,5,75,350,0,0,2586
"Long XB. Experimental and numerical investigations on concrete_x0002_filled steel tubular stub columns under axial compression[D]. Hunan University, 2014.",23.2,fcy100,C2-30,594.5,23.2,0,150,150,5,75,350,0,0,2362
"Long XB. Experimental and numerical investigations on concrete_x0002_filled steel tubular stub columns under axial compression[D]. Hunan University, 2014.",46.1,fcy100,C3-50,593.5,46.1,0,154,154,7,77,350,0,0,3198
"Long XB. Experimental and numerical investigations on concrete_x0002_filled steel tubular stub columns under axial compression[D]. Hunan University, 2014.",23.2,fcy100,C3-30,593.5,23.2,0,154,154,7,77,350,0,0,2955
"Song G. Study on restraint effect and axial compression behavior of large diameter concrete filled steel tube[D]. Xihua University, 2020.",15,fcu150,YD219-1,302,11.05150556,0,218.9,218.9,2.98,109.45,530,0,0,1235
"Song G. Study on restraint effect and axial compression behavior of large diameter concrete filled steel tube[D]. Xihua University, 2020.",15,fcu150,YD219-2,302,11.05150556,0,219.1,219.1,3.05,109.55,530,0,0,1167
"Song G. Study on restraint effect and axial compression behavior of large diameter concrete filled steel tube[D]. Xihua University, 2020.",15,fcu150,YD400A-1,280,11.05150556,0,400,400,5.97,200,800,0,0,3442
"Song G. Study on restraint effect and axial compression behavior of large diameter concrete filled steel tube[D]. Xihua University, 2020.",15,fcu150,YD400A-2,280,11.05150556,0,400,400,5.99,200,800,0,0,3445
"Song G. Study on restraint effect and axial compression behavior of large diameter concrete filled steel tube[D]. Xihua University, 2020.",15,fcu150,YD325-1,297,11.05150556,0,325,325,2.95,162.5,650,0,0,1661
"Song G. Study on restraint effect and axial compression behavior of large diameter concrete filled steel tube[D]. Xihua University, 2020.",15,fcu150,YD325-2,297,11.05150556,0,325.1,325.1,2.98,162.55,650,0,0,1720
"Song G. Study on restraint effect and axial compression behavior of large diameter concrete filled steel tube[D]. Xihua University, 2020.",15,fcu150,YD400-1,312,11.05150556,0,400,400,4.02,200,800,0,0,2572
"Song G. Study on restraint effect and axial compression behavior of large diameter concrete filled steel tube[D]. Xihua University, 2020.",15,fcu150,YD400-2,312,11.05150556,0,400,400,3.97,200,800,0,0,2574
"Song G. Study on restraint effect and axial compression behavior of large diameter concrete filled steel tube[D]. Xihua University, 2020.",15,fcu150,YD600-1,283,11.05150556,0,600,600,5.98,300,1200,0,0,5540
"Song G. Study on restraint effect and axial compression behavior of large diameter concrete filled steel tube[D]. Xihua University, 2020.",15,fcu150,YD600-2,283,11.05150556,0,600,600,5.99,300,1200,0,0,5393
"Song G. Study on restraint effect and axial compression behavior of large diameter concrete filled steel tube[D]. Xihua University, 2020.",15,fcu150,YD600B-1,326,11.05150556,0,600,600,4.1,300,1200,0,0,4186
"Song G. Study on restraint effect and axial compression behavior of large diameter concrete filled steel tube[D]. Xihua University, 2020.",15,fcu150,YD600B-2,326,11.05150556,0,600,600,4.12,300,1200,0,0,4301
"YAN J B, WANG T, DONG X. Compressive behaviours of circular concrete-filled 
steel tubes exposed to low-temperature environment[J]. Construction and 
Building Materials, 2020, 245: 118460.",44,fcy150,C5,378,44,0,131.8,131.8,3.2,65.9,350,0,0,1273
"Tao T, Zhang DC, Sun B, Li BH. Behavior of Self-compacting Concrete-filled Q460 High-strength Steel Tubular Short Columns Under Axial Compression. Journal of Civil Engineering and Management, 2016, 33(5), 54-58.",30,fcu150,YGZ-30-1,496.4,23.9091911,0,168,168,6,84,672,0,0,3096
"Tao T, Zhang DC, Sun B, Li BH. Behavior of Self-compacting Concrete-filled Q460 High-strength Steel Tubular Short Columns Under Axial Compression. Journal of Civil Engineering and Management, 2016, 33(5), 54-58.",30,fcu150,YGZ-30-2,496.4,23.9091911,0,219,219,6,109.5,876,0,0,4200
"Tao T, Zhang DC, Sun B, Li BH. Behavior of Self-compacting Concrete-filled Q460 High-strength Steel Tubular Short Columns Under Axial Compression. Journal of Civil Engineering and Management, 2016, 33(5), 54-58.",40,fcu150,YGZ-40-1,496.4,32.87843136,0,168,168,6,84,672,0,0,3346
"Tao T, Zhang DC, Sun B, Li BH. Behavior of Self-compacting Concrete-filled Q460 High-strength Steel Tubular Short Columns Under Axial Compression. Journal of Civil Engineering and Management, 2016, 33(5), 54-58.",40,fcu150,YGZ-40-2,496.4,32.87843136,0,219,219,6,109.5,876,0,0,4400
"Tao T, Zhang DC, Sun B, Li BH. Behavior of Self-compacting Concrete-filled Q460 High-strength Steel Tubular Short Columns Under Axial Compression. Journal of Civil Engineering and Management, 2016, 33(5), 54-58.",50,fcu150,YGZ-50-1,496.4,42.06713933,0,168,168,6,84,672,0,0,3450
"Tao T, Zhang DC, Sun B, Li BH. Behavior of Self-compacting Concrete-filled Q460 High-strength Steel Tubular Short Columns Under Axial Compression. Journal of Civil Engineering and Management, 2016, 33(5), 54-58.",50,fcu150,YGZ-50-2,496.4,42.06713933,0,219,219,6,109.5,876,0,0,4700
"Schneider, H. (2006), “Zum tragverhalten kurzer, umschnürter, 
kreisförmiger, druckglieder aus ungefasertem UHFB”, Ph.D. 
Dissertation, University of Leipzig, Leipzig, Germany. (in 
German)",155.7,fcy150,NG1.5,371,155.7,0,186.1,186.1,1.5,93.05,735,0,0,3800
"Schneider, H. (2006), “Zum tragverhalten kurzer, umschnürter, 
kreisförmiger, druckglieder aus ungefasertem UHFB”, Ph.D. 
Dissertation, University of Leipzig, Leipzig, Germany. (in 
German)",165.9,fcy150,NG2.5,377,165.9,0,164.1,164.1,2.5,82.05,636,0,0,3500
"Schneider, H. (2006), “Zum tragverhalten kurzer, umschnürter, 
kreisförmiger, druckglieder aus ungefasertem UHFB”, Ph.D. 
Dissertation, University of Leipzig, Leipzig, Germany. (in 
German)",173.1,fcy150,NG3.0,398,173.1,0,189.2,189.2,3,94.6,730,0,0,4700
"Schneider, H. (2006), “Zum tragverhalten kurzer, umschnürter, 
kreisförmiger, druckglieder aus ungefasertem UHFB”, Ph.D. 
Dissertation, University of Leipzig, Leipzig, Germany. (in 
German)",172,fcy150,NG4.0,363,172,0,168.6,168.6,3.9,84.3,642,0,0,3800
"Schneider, H. (2006), “Zum tragverhalten kurzer, umschnürter, 
kreisförmiger, druckglieder aus ungefasertem UHFB”, Ph.D. 
Dissertation, University of Leipzig, Leipzig, Germany. (in 
German)",176.2,fcy150,NG4.8,399,176.2,0,169,169,4.8,84.5,643,0,0,4350
"Schneider, H. (2006), “Zum tragverhalten kurzer, umschnürter, 
kreisförmiger, druckglieder aus ungefasertem UHFB”, Ph.D. 
Dissertation, University of Leipzig, Leipzig, Germany. (in 
German)",164.1,fcy150,NG5.6,452,164.1,0,168.8,168.8,5.7,84.4,648,0,0,4400
"Xiong, D.X. (2012), “Structural behaviour of concrete filled 
steel tube with high strength materials”, Ph.D. Dissertation, 
National University of Singapore, Singapore.",173.5,fcy150,S1-3-1(a),403,173.5,0,114.3,114.3,3.6,57.15,250,0,0,2422
"Xiong, D.X. (2012), “Structural behaviour of concrete filled 
steel tube with high strength materials”, Ph.D. Dissertation, 
National University of Singapore, Singapore.",173.5,fcy150,S1-3-1(b),403,173.5,0,114.3,114.3,3.6,57.15,250,0,0,2340
"Xiong, D.X. (2012), “Structural behaviour of concrete filled 
steel tube with high strength materials”, Ph.D. Dissertation, 
National University of Singapore, Singapore.",184.2,fcy150,S1-3-2(a),403,184.2,0,114.3,114.3,3.6,57.15,250,0,0,2497
"Xiong, D.X. (2012), “Structural behaviour of concrete filled 
steel tube with high strength materials”, Ph.D. Dissertation, 
National University of Singapore, Singapore.",184.2,fcy150,S1-3-2(b),403,184.2,0,114.3,114.3,3.6,57.15,250,0,0,2314
"Xiong, D.X. (2012), “Structural behaviour of concrete filled 
steel tube with high strength materials”, Ph.D. Dissertation, 
National University of Singapore, Singapore.",173.5,fcy150,S1-3-3(a),428,173.5,0,114.3,114.3,6.3,57.15,250,0,0,2610
"Xiong, D.X. (2012), “Structural behaviour of concrete filled 
steel tube with high strength materials”, Ph.D. Dissertation, 
National University of Singapore, Singapore.",173.5,fcy150,S1-3-3(b),428,173.5,0,114.3,114.3,6.3,57.15,250,0,0,2633
"Xiong, D.X. (2012), “Structural behaviour of concrete filled 
steel tube with high strength materials”, Ph.D. Dissertation, 
National University of Singapore, Singapore.",185.1,fcy150,S2-1-3,380,185.1,0,219.1,219.1,5,109.55,600,0,0,7837
"Xiong, D.X. (2012), “Structural behaviour of concrete filled 
steel tube with high strength materials”, Ph.D. Dissertation, 
National University of Singapore, Singapore.",193.3,fcy150,S2-1-4,380,193.3,0,219.1,219.1,5,109.55,600,0,0,8664
"Xiong, D.X. (2012), “Structural behaviour of concrete filled 
steel tube with high strength materials”, Ph.D. Dissertation, 
National University of Singapore, Singapore.",185.1,fcy150,S2-2-3,381,185.1,0,219.1,219.1,10,109.55,600,0,0,9085
"Xiong, D.X. (2012), “Structural behaviour of concrete filled 
steel tube with high strength materials”, Ph.D. Dissertation, 
National University of Singapore, Singapore.",193.3,fcy150,S2-2-4,381,193.3,0,219.1,219.1,10,109.55,600,0,0,9187
"Xiong, D.X. (2012), “Structural behaviour of concrete filled 
steel tube with high strength materials”, Ph.D. Dissertation, 
National University of Singapore, Singapore.",163,fcy150,S3-1-1,300,163,0,219.1,219.1,6.3,109.55,600,0,0,6915
"Xiong, D.X. (2012), “Structural behaviour of concrete filled 
steel tube with high strength materials”, Ph.D. Dissertation, 
National University of Singapore, Singapore.",175.4,fcy150,S3-1-2,300,175.4,0,219.1,219.1,6.3,109.55,600,0,0,7407
"Xiong, D.X. (2012), “Structural behaviour of concrete filled 
steel tube with high strength materials”, Ph.D. Dissertation, 
National University of Singapore, Singapore.",148.8,fcy150,S3-1-3,300,148.8,0,219.1,219.1,6.3,109.55,600,0,0,6838
"Xiong, D.X. (2012), “Structural behaviour of concrete filled 
steel tube with high strength materials”, Ph.D. Dissertation, 
National University of Singapore, Singapore.",174.5,fcy150,S3-1-4,300,174.5,0,219.1,219.1,6.3,109.55,600,0,0,7569
"KWON Y B, SEO S J, KANG D W. Prediction of the squash loads of concrete_x0002_filled tubular section columns with local buckling[J]. Thin-Walled Structures, 
2011, 49(1): 85-93.",25.4,fcy100,UC-140,265,24.27233154,0,450,450,3.2,225,1888,0,0,-
"REN Q X, HAN L H, LAM D, et al. Experiments on special-shaped CFST stub 
columns under axial compression[J]. Journal of Constructional Steel Research, 
2014, 98: 123-133.",61.4,fcu150,cc1-1,389.3,52.75380304,0,165,165,2.92,82.5,595,0,0,1904
"REN Q X, HAN L H, LAM D, et al. Experiments on special-shaped CFST stub 
columns under axial compression[J]. Journal of Constructional Steel Research, 
2014, 98: 123-133.",61.4,fcu150,cc1-2,389.3,52.75380304,0,165,165,2.92,82.5,595,0,0,1984
"Yao LY. Researches on Behavior of Eccentrically Loaded Stub Column and Axially Compressed Slender Column with RPC-Filled Circular Steel Tube [D]. Fuzhou University, 2004.",149.6,fcu100,DB0-1,352,131,0,133,133,6,66.5,466,0,0,2330
"Yao LY. Researches on Behavior of Eccentrically Loaded Stub Column and Axially Compressed Slender Column with RPC-Filled Circular Steel Tube [D]. Fuzhou University, 2004.",149.6,fcu100,DB0-2,352,131,0,133,133,6,66.5,466,0,0,2460
"Yao LY. Researches on Behavior of Eccentrically Loaded Stub Column and Axially Compressed Slender Column with RPC-Filled Circular Steel Tube [D]. Fuzhou University, 2004.",149.6,fcu100,DH0-1,376,131,0,133,133,10,66.5,466,0,0,2800
"Yao LY. Researches on Behavior of Eccentrically Loaded Stub Column and Axially Compressed Slender Column with RPC-Filled Circular Steel Tube [D]. Fuzhou University, 2004.",149.6,fcu100,DH0-2,376,131,0,133,133,10,66.5,466,0,0,2750
"Yao LY. Researches on Behavior of Eccentrically Loaded Stub Column and Axially Compressed Slender Column with RPC-Filled Circular Steel Tube [D]. Fuzhou University, 2004.",149.6,fcu100,LB1-1,352,131,0,133,133,6,66.5,798,0,0,2370
"Yao LY. Researches on Behavior of Eccentrically Loaded Stub Column and Axially Compressed Slender Column with RPC-Filled Circular Steel Tube [D]. Fuzhou University, 2004.",149.6,fcu100,LB1-2,352,131,0,133,133,6,66.5,798,0,0,2050
"Yao LY. Researches on Behavior of Eccentrically Loaded Stub Column and Axially Compressed Slender Column with RPC-Filled Circular Steel Tube [D]. Fuzhou University, 2004.",149.6,fcu100,LB2-1,352,131,0,133,133,6,66.5,1330,0,0,1965
"Yao LY. Researches on Behavior of Eccentrically Loaded Stub Column and Axially Compressed Slender Column with RPC-Filled Circular Steel Tube [D]. Fuzhou University, 2004.",149.6,fcu100,LB2-2,352,131,0,133,133,6,66.5,1330,0,0,1995
"Yao LY. Researches on Behavior of Eccentrically Loaded Stub Column and Axially Compressed Slender Column with RPC-Filled Circular Steel Tube [D]. Fuzhou University, 2004.",149.6,fcu100,LB3-1,352,131,0,133,133,6,66.5,1596,0,0,1780
"Yao LY. Researches on Behavior of Eccentrically Loaded Stub Column and Axially Compressed Slender Column with RPC-Filled Circular Steel Tube [D]. Fuzhou University, 2004.",149.6,fcu100,LB3-2,352,131,0,133,133,6,66.5,1596,0,0,1810
"Yao LY. Researches on Behavior of Eccentrically Loaded Stub Column and Axially Compressed Slender Column with RPC-Filled Circular Steel Tube [D]. Fuzhou University, 2004.",149.6,fcu100,LH1-1,376,131,0,133,133,10,66.5,798,0,0,2270
"Yao LY. Researches on Behavior of Eccentrically Loaded Stub Column and Axially Compressed Slender Column with RPC-Filled Circular Steel Tube [D]. Fuzhou University, 2004.",149.6,fcu100,LH1-2,376,131,0,133,133,10,66.5,798,0,0,2340
"Yao LY. Researches on Behavior of Eccentrically Loaded Stub Column and Axially Compressed Slender Column with RPC-Filled Circular Steel Tube [D]. Fuzhou University, 2004.",149.6,fcu100,LH2-1,376,131,0,133,133,10,66.5,1330,0,0,1990
"Yao LY. Researches on Behavior of Eccentrically Loaded Stub Column and Axially Compressed Slender Column with RPC-Filled Circular Steel Tube [D]. Fuzhou University, 2004.",149.6,fcu100,LH2-2,376,131,0,133,133,10,66.5,1330,0,0,2030
"Yao LY. Researches on Behavior of Eccentrically Loaded Stub Column and Axially Compressed Slender Column with RPC-Filled Circular Steel Tube [D]. Fuzhou University, 2004.",149.6,fcu100,LH3-1,376,131,0,133,133,10,66.5,1596,0,0,1815
"Yao LY. Researches on Behavior of Eccentrically Loaded Stub Column and Axially Compressed Slender Column with RPC-Filled Circular Steel Tube [D]. Fuzhou University, 2004.",149.6,fcu100,LH3-2,376,131,0,133,133,10,66.5,1596,0,0,1990
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,A-4.5-1,351,93.7767476,0,133,133,4.5,66.5,400,0,0,1861
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,A-4.5-2,351,93.7767476,0,133,133,4.5,66.5,400,0,0,1861
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,B-4.5-1,351,93.7767476,0,133,133,4.5,66.5,400,0,0,1840
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,B-4.5-2,351,93.7767476,0,133,133,4.5,66.5,400,0,0,1840
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,A-6-1,330,93.7767476,0,133,133,6,66.5,400,0,0,2084
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,A-6-2,330,93.7767476,0,133,133,6,66.5,400,0,0,2084
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,B-6-1,330,93.7767476,0,133,133,6,66.5,400,0,0,1972
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,B-6-2,330,93.7767476,0,133,133,6,66.5,400,0,0,1972
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,A-8-1,338,93.7767476,0,133,133,8,66.5,400,0,0,2551
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,A-8-2,338,93.7767476,0,133,133,8,66.5,400,0,0,2551
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,B-8-1,314,93.7767476,0,133,133,8,66.5,400,0,0,2471
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,B-8-2,314,93.7767476,0,133,133,8,66.5,400,0,0,2471
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,A-10-1,304,93.7767476,0,133,133,10,66.5,400,0,0,2892
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,A-10-2,304,93.7767476,0,133,133,10,66.5,400,0,0,2892
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,B-10-1,304,93.7767476,0,133,133,10,66.5,400,0,0,2546
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,B-10-2,304,93.7767476,0,133,133,10,66.5,400,0,0,2546
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,A-12-1,402,93.7767476,0,133,133,12,66.5,400,0,0,3385
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,A-12-2,402,93.7767476,0,133,133,12,66.5,400,0,0,3385
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,B-12-1,402,93.7767476,0,133,133,12,66.5,400,0,0,3261
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,B-12-2,402,93.7767476,0,133,133,12,66.5,400,0,0,3261
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,L-6-4-1,363,93.7767476,0,83,83,4,41.5,498,0,0,880
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,L-6-4-2,363,93.7767476,0,83,83,4,41.5,498,0,0,880
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,L-8-4-1,363,93.7767476,0,83,83,4,41.5,664,0,0,821
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,L-8-4-2,363,93.7767476,0,83,83,4,41.5,664,0,0,821
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,L-10-4-1,363,93.7767476,0,83,83,4,41.5,830,0,0,817
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,L-10-4-2,363,93.7767476,0,83,83,4,41.5,830,0,0,817
"Yang GJ. Research on Behavior and Ultimate Bearing Capacity of Reactive Powder Concrete-Filled Steel Tube Columns under Axial Compression[D]. Beijing Jiaotong University, 2013",85,fcu150,L-12-4-1,363,93.7767476,0,83,83,4,41.5,996,0,0,822
